food-authority	name	website	email
766	South Ayrshire	http://www.south-ayrshire.gov.uk/environmentalhealth/foodsafety/fhis.aspx	environmental.health@south-ayrshire.gov.uk
767	Scottish Borders	http://www.scotborders.gov.uk/	foodteam@scotborders.gov.uk
768	Clackmannanshire	http://www.clacksweb.org.uk	ehealth@clacks.gov.uk
769	West Dunbartonshire	http://www.west-dunbarton.gov.uk	environmental.health@west-dunbarton.gov.uk
770	Dumfries and Galloway	http://www.dumgal.gov.uk/	contact@dumgal.gov.uk
771	East Dunbartonshire	http://www.eastdunbarton.gov.uk/home.aspx	environmentalhealth@eastdunbarton.gov.uk
772	Dundee City	http://www.dundeecity.gov.uk/environment/hygieneinfo/	food.safety@dundeecity.gov.uk
773	Edinburgh (City of)	http://www.edinburgh.gov.uk/foodsafety	environmentalhealth@edinburgh.gov.uk
774	Falkirk	http://www.falkirk.gov.uk/	fs@falkirk.gov.uk
775	Fife	http://www.fifedirect.org.uk/fife_council/index.cfm	Food.Advice@fife.gov.uk
776	Glasgow City	http://www.glasgow.gov.uk	food.safety@glasgow.gov.uk
777	Highland	http://www.highland.gov.uk	env.health@highland.gov.uk
778	Inverclyde	http://www.inverclyde.gov.uk/business-and-trade/food-safety-and-standards/	safer.communities@inverclyde.gov.uk
779	North Lanarkshire	http://www.northlanarkshire.gov.uk	P&EFoodsafety@northlan.gov.uk
780	South Lanarkshire	http://www.southlanarkshire.gov.uk/	slc_environmental_services@southlanarkshire.gcsx.gov.uk
781	East Lothian	http://www.eastlothian.gov.uk	ehts@eastlothian.gov.uk
782	West Lothian	http://www.westlothian.gov.uk/	environmentalhealth@westlothian.gov.uk
783	Midlothian	http://www.midlothian.gov.uk	foodandsafety@midlothian.gov.uk
784	Moray	http://www.moray.gov.uk	foodsafety@moray.gov.uk
785	Orkney Islands	http://www.orkney.gov.uk/	env.health@orkney.gov.uk
786	Perth and Kinross	http://www.pkc.gov.uk/Business+and+trade/Health+and+safety/Health+and+safety+-+food/Food+hygiene/Food+hygiene+information/Food+Hygiene+Information.htm	ES@pkc.gov.uk
787	East Renfrewshire	http://www.eastrenfrewshire.gov.uk/	EnvironmentalHealth@eastrenfrewshire.gov.uk
788	Renfrewshire	http://www.renfrewshire.gov.uk/webcontent/home/services/environment/food%2C+hygiene+and+quality/es-foodhygieneinformationschemehomepage__wci__1341	b-serv.es@renfrewshire.gov.uk
789	Shetland Islands	http://www.shetland.gov.uk/	foodsafety@shetland.gov.uk
790	Stirling	http://www.stirling.gov.uk	thefoodteam@stirling.gov.uk
791	Comhairle nan Eilean Siar (Western Isles)	http://www.cne-siar.gov.uk/foodsafety/food-hygiene-scheme.asp	eh@cne-siar.gov.uk
801	Antrim and Newtownabbey	http://www.antrimandnewtownabbey.gov.uk	envhealth@antrimandnewtownabbey.gov.uk
802	Ards and North Down	http://www.ardsandnorthdown.gov.uk	env.services@ardsandnorthdown.gov.uk
803	Armagh City, Banbridge and Craigavon	http://www.armaghbanbridgecraigavon.gov.uk/	ehealth@armaghbanbridgecraigavon.gov.uk
804	Mid and East Antrim	http://www.midandeastantrim.gov.uk	ballymena.envhealth@midandeastantrim.gov.uk
805	Causeway Coast and Glens	http://www.causewaycoastandglens.gov.uk	info@causewaycoastandglens.gov.uk
807	Belfast City	http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx	envhealth@belfastcity.gov.uk
809	Lisburn and Castlereagh City	http://www.lisburncastlereagh.gov.uk/	eh@lisburncastlereagh.gov.uk
811	Mid Ulster	http://www.midulstercouncil.org	environmentalhealth@midulstercouncil.org
813	Derry City and Strabane	http://www.derrycityandstrabanedc.com	ehealth@derrycityandstrabanedc.com
814	Newry, Mourne and Down	http://www.newrymournedown.org	env.health@nmandd.org
816	Fermanagh and Omagh	http://www.fermanaghomagh.com	fs@fermanaghomagh.com
855	Bristol	http://www.bristol.gov.uk	food.safety@bristol.gov.uk
856	South Gloucestershire	http://www.southglos.gov.uk	foodandhealth@southglos.gov.uk
857	Bath and North East Somerset	http://www.bathnes.gov.uk/healthandsocial/foodsafety/Pages/default.aspx	public_protection@bathnes.gov.uk
858	North Somerset	http://www.n-somerset.gov.uk	foodandsafety@n-somerset.gov.uk
859	Hartlepool	http://www.hartlepool.gov.uk	jane.kett@hartlepool.gov.uk
860	Redcar and Cleveland	http://www.redcar-cleveland.gov.uk	food_team@redcar-cleveland.gov.uk
861	Middlesbrough	http://www.middlesbrough.gov.uk	contactcentre@middlesbrough.gov.uk
862	Stockton On Tees	http://www.stockton.gov.uk	environmental.health@stockton.gov.uk
863	East Riding of Yorkshire	http://www.eastriding.gov.uk	food.services@eastriding.gov.uk
864	North Lincolnshire	http://www.northlincs.gov.uk/environment/environmentalhealth/food/food-safety/	food.safety@northlincs.gov.uk
865	North East Lincolnshire	http://www.nelincs.gov.uk	environmental.health@nelincs.gov.uk
866	Hull City	http://www.hullcc.gov.uk	environmental.health@hullcc.gov.uk
867	Isle of Wight	http://www.iwight.com/eh	eh@iow.gov.uk
868	York	http://www.york.gov.uk	food.safety@york.gov.uk
869	Luton	http://www.luton.gov.uk/foodscore	environmentalhealth@luton.gov.uk
870	Milton Keynes	http://www.milton-keynes.gov.uk	ehfst@milton-keynes.gov.uk
871	Derby City	http://www.derby.gov.uk	environmental.services@derby.gov.uk
872	Bournemouth	http://www.bournemouth.gov.uk	foodandhealthandsafety@bournemouth.gov.uk
873	Poole	http://www.boroughofpoole.com/	environment@poole.gov.uk
874	Darlington	http://www.darlington.gov.uk	environmentalhealth@darlington.gov.uk
875	Brighton and Hove	http://www.brighton-hove.gov.uk/foodsafety	ehl.food@brighton-hove.gov.uk
876	Portsmouth	http://www.portsmouth.gov.uk	public.protection@portsmouthcc.gov.uk
877	Southampton	http://www.southampton.gov.uk	hygiene.rating@southampton.gov.uk
878	Leicester City	http://www.leicester.gov.uk/food	food@leicester.gov.uk
880	Stoke-On-Trent	http://www.stoke.gov.uk	PublicProtection@stoke.gov.uk
881	Swindon	http://www.swindon.gov.uk/	foodhealth&safety@swindon.gov.uk
882	Bracknell Forest	http://www.bracknell-forest.gov.uk	environmental.health@bracknell-forest.gov.uk
883	West Berkshire	http://www.westberks.gov.uk	EHAdvice@westberks.gov.uk
884	Reading	http://www.reading.gov.uk	consumerprotection@reading.gov.uk
885	Slough	http://www.slough.gov.uk	foodandsafety@slough.gov.uk
886	Windsor and Maidenhead	http://www.rbwm.gov.uk/	customer.service@rbwm.gov.uk
887	Wokingham	http://www.wokingham.gov.uk/welcome/	environmental.health@wokingham.gov.uk
888	Peterborough City	http://www.peterborough.gov.uk	foodandsafety@peterborough.gov.uk
889	Halton	http://www.halton.gov.uk	environmental.protection@halton.gov.uk
890	Warrington	http://www.warrington.gov.uk	environmental.health@warrington.gov.uk
891	Plymouth City	http://www.plymouth.gov.uk	public.protection@plymouth.gov.uk
892	Torbay	http://www.torbay.gov.uk/	food.safety@torbay.gov.uk
893	Southend-On-Sea	http://www.southend.gov.uk	steveramm@southend.gov.uk
894	Thurrock	http://www.thurrock.gov.uk/food	foodsafety@thurrock.gov.uk
895	Herefordshire	http://www.herefordshire.gov.uk/	info@herefordshire.gov.uk
896	Medway	http://www.medway.gov.uk/	foodandsafety@medway.gov.uk
897	Blackburn	http://www.blackburn.gov.uk	publicprotection@blackburn.gov.uk
898	Blackpool	http://www.blackpool.gov.uk/Services/A-F/FoodHygiene/	foodcontrol@blackpool.gov.uk
899	Nottingham City	http://www.nottinghamcity.gov.uk/foodsafety	food.enforcement@nottinghamcity.gov.uk
900	Telford and Wrekin Council	http://www.telford.gov.uk/	environmental.health@telford.gov.uk
